,HTP,ATP,HM1_D,HM1_L,HM1_W,HM2_D,HM2_L,HM2_W,HM3_D,HM3_L,HM3_W,AM1_D,AM1_L,AM1_W,AM2_D,AM2_L,AM2_W,AM3_D,AM3_L,AM3_W,HTGD,ATGD,DiffFormPts
517,-0.5117468555383151,-0.23232615668588016,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,-1.3004054162163752,2.105894616870368,-0.3157894736842105
518,-0.4400250099191198,-0.3860811816722542,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.7507115368469277,0.3964249803971189,-0.5789473684210527
519,-0.39519885640712293,-0.26850380962385056,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.5548114266555099,1.3537279768221382,0.10526315789473684
520,-0.5942269780003896,-0.37251456182051523,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,-2.018443046142716,0.4408711909454234,0.0
521,-0.4579554713239187,-0.22644728808345999,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.7781962308154,2.1298271917809934,-0.4
522,-0.4749894096584776,-0.4498442949754269,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,-0.4518154899397907,-1.0532052713321962,-0.1
523,-0.4153706254875215,-0.5013974504120345,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.19071089723930315,-1.572884040820064,0.1
524,-0.21948033464009464,-0.5185818355575704,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1.898125844364597,-1.3780045022621137,0.3
525,-0.2961330571456095,-0.39829113953881906,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1.0495359180880126,0.24599165238747303,-0.15
526,-0.5005403171603159,-0.2865926360928357,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,-0.9087485271656438,1.5451885761071422,-0.15
527,-0.4153706254875215,-0.42406771725712294,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.12543474906418128,-0.2736871171003947,0.1
528,-0.39833668715296267,-0.21785509551069207,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0.26622213998655003,1.8699878070370595,-0.1
529,-0.4238875946548009,-0.5959115687124821,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,-0.2559870454144251,-2.0276029641219484,0.0
530,-0.46606687053085144,-0.4011552037297418,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,-0.8030633348821132,-0.13758077271071503,-0.14285714285714285
531,-0.28761608797833005,-0.3029587171838222,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1.2484727506217175,0.9760165904775728,-0.09523809523809523
532,-0.2795046887713973,-0.45025344700270153,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1.7458148319559792,-0.756245974481986,0.42857142857142855
533,-0.36061868084072524,-0.4011552037297418,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0.564627388787107,0.48108442906055593,-0.047619047619047616
534,-0.4579554713239187,-0.4011552037297418,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,-1.051734375549244,0.04801878782066627,0.09523809523809523
535,-0.39306427766845636,-0.5075347308211545,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.3781241082867589,-1.0655785753676217,0.2857142857142857
536,-0.522846664979381,-0.5075347308211545,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,-1.4247409365499404,-1.5605107367846385,0.047619047619047616
537,-0.22272489432286774,-0.45843648754819477,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,2.1188213929566757,-0.38504685341922346,0.2380952380952381
538,-0.2795046887713973,-0.3929721631842485,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1.7458148319559792,0.3573513887063018,0.0
539,-0.36061868084072524,-0.3029587171838222,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0.564627388787107,0.9760165904775728,0.047619047619047616
540,-0.4579554713239187,-0.21629287867927968,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.9443536988975285,2.0530564644702856,-0.6363636363636364
541,-0.4579554713239187,-0.3959478142917006,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,-1.003695651784003,0.22236989013802452,0.045454545454545456
542,-0.48892626829584385,-0.4740586558623183,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,-1.3004054162163752,-0.8406094110871594,0.13636363636363635
543,-0.4114992758660309,-0.5287362449617508,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.36116926460490906,-1.5492622785706158,0.13636363636363635
544,-0.4656981705669,-0.4037588984487624,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,-0.41027612291925863,0.16331548451440314,0.0
545,-0.38827117813708695,-0.27097046777871214,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,-0.054224405600411966,1.8168388419758004,-0.2727272727272727
546,-0.21018909554851706,-0.41938106676288583,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1.9040600396532446,-0.25006535485094616,0.4090909090909091
547,-0.31084418570727396,-0.36470347766345346,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.9545887934696535,0.5176419182561312,-0.18181818181818185
548,-0.5044116667818065,-0.2944037202498975,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,-1.003695651784003,1.1672403801159659,0.09090909090909093
549,-0.40375657662304965,-0.5756027499041214,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.06445950017253692,-1.9626431179359647,0.0
550,-0.3024282082692508,-0.4883223747578224,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1.1403549068533996,-1.2565578333057097,0.0
551,-0.35427062928747344,-0.39119324132653255,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.5727362270697309,0.21209955872522074,0.043478260869565216
552,-0.383894869869315,-0.46590795935060175,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.40245062313463037,-1.0306105422240281,0.3478260869565217
553,-0.5764524336512846,-0.20440644626635962,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-2.0383096999351444,1.9067042418378326,-0.39130434782608703
554,-0.4283312307420772,-0.4210791285361602,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,-0.33545366058413867,0.15561273595480038,0.043478260869565216
555,-0.47276759161483944,-0.5032653183626363,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,-0.7895486044110734,-0.9741237194536075,0.043478260869565216
556,-0.2135554865237263,-0.46590795935060175,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2.1053066624856362,-1.143584187764869,0.43478260869565216
557,-0.39130093001477534,-0.3762502977217187,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.23216501919952984,-0.013847732356460828,-0.08695652173913042
558,-0.5097978923421413,-0.32394999510487027,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,-1.3004054162163752,0.8334546091998452,0.0
559,-0.28761608797833005,-0.4733794311530086,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1.7079735866370678,-0.46574231451982395,0.13043478260869565
560,-0.4082731511814553,-0.20783087084246282,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0.22270470786980207,2.3680132944629326,-0.4166666666666667
561,-0.48634536854818344,-0.37251456182051523,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,-1.1916118359245054,0.4192179088834289,-0.16666666666666666
